TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
3,M,1,1,1,1,1,1,,0,,,,,,,4101804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,523.8,589.0,546.0,651.9,0,1.0,120.0,100.0,100.0,120.0,120.0,C,H,F,F,3,D,A,B,D,B,A,B,B,B,B,B,A,A,C,B,B,D,B,B,B
6,F,1,1,1,1,3,1,,0,,,,,,,4107652,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,387.6,536.0,510.3,512.7,1,1.0,120.0,120.0,120.0,120.0,100.0,B,E,F,B,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,F,0,3,1,2,0,2,1.0,0,,,,,,,4104907,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,420.1,405.0,396.3,413.6,0,1.0,120.0,120.0,80.0,100.0,20.0,E,E,D,B,3,D,A,B,C,B,A,B,A,B,A,B,A,B,C,A,A,D,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,460.6,522.2,513.3,467.0,0,4.0,0.0,0.0,0.0,0.0,0.0,E,E,C,B,4,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B
3,F,1,1,1,2,0,3,1.0,0,4108403.0,41.0,PR,4.0,1.0,1.0,4108403,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,557.9,552.3,498.2,576.6,1,1.0,160.0,200.0,180.0,160.0,180.0,F,G,D,D,2,G,A,B,D,B,A,B,B,B,B,B,A,B,B,A,A,C,A,B,B
5,M,1,1,1,1,1,1,,0,,,,,,,4119905,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,475.1,565.1,595.9,543.7,1,1.0,140.0,200.0,120.0,160.0,60.0,E,D,D,B,2,C,A,B,C,A,A,B,B,B,A,B,A,B,B,A,A,C,B,B,B
1,F,1,1,4,3,0,1,,1,,,,,,,4105508,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,404.1,523.1,479.2,426.1,0,1.0,140.0,200.0,160.0,140.0,200.0,E,G,A,D,4,H,A,C,D,C,A,B,B,B,A,B,A,B,B,B,B,E,A,C,B
10,M,1,3,1,1,8,1,,0,,,,,,,4128104,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,636.0,710.2,530.0,733.9,0,1.0,100.0,140.0,120.0,120.0,140.0,D,D,A,A,3,C,A,C,D,B,B,B,B,B,A,B,A,A,B,B,A,C,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4115200.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,598.1,586.3,610.7,589.7,0,1.0,100.0,200.0,120.0,100.0,160.0,D,E,B,C,4,C,A,C,C,B,B,B,B,B,B,B,A,A,B,B,A,E,A,B,B
2,M,1,3,1,2,0,2,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,511.8,497.8,485.0,660.0,0,1.0,120.0,160.0,120.0,120.0,80.0,G,F,D,D,4,J,A,B,D,B,A,B,B,B,B,B,B,A,D,A,A,E,B,D,B
6,M,1,4,4,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,686.7,650.8,613.5,721.7,0,1.0,120.0,160.0,120.0,120.0,120.0,E,E,D,F,5,C,A,C,D,B,A,B,B,B,A,A,A,B,C,A,A,E,A,C,B
2,F,1,0,1,2,0,2,1.0,0,,,,,,,4119905,41,PR,0,1,1,0,,1055.0,1065.0,,,454.4,314.5,,0,1.0,120.0,100.0,100.0,120.0,0.0,E,E,A,C,5,C,A,C,C,C,A,B,B,B,A,B,A,B,B,B,B,C,A,B,B
11,M,1,1,1,1,9,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,423.7,528.9,532.6,564.3,1,1.0,120.0,40.0,40.0,120.0,40.0,C,C,A,B,3,D,A,B,D,A,B,B,B,B,A,B,A,A,B,A,A,D,A,A,B
2,M,3,3,1,2,0,2,1.0,0,4105805.0,41.0,PR,2.0,1.0,1.0,4105805,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,498.0,543.6,413.8,479.4,0,1.0,80.0,160.0,80.0,120.0,80.0,B,B,C,B,4,C,A,B,C,B,C,B,B,B,B,A,A,B,B,B,B,C,A,A,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,410.1,340.8,440.3,380.9,1,1.0,120.0,140.0,100.0,120.0,80.0,D,D,C,C,4,D,A,B,C,B,B,B,B,B,B,B,A,B,B,A,A,E,A,A,B
3,F,1,3,1,2,0,2,1.0,0,4118402.0,41.0,PR,2.0,1.0,1.0,4118402,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,466.8,503.2,458.7,464.6,0,1.0,140.0,160.0,120.0,120.0,120.0,B,B,C,B,3,E,A,C,C,A,B,C,A,B,A,B,A,A,D,A,A,C,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4128500,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,397.7,457.0,467.5,515.6,1,1.0,160.0,200.0,140.0,180.0,180.0,C,D,A,A,3,D,A,C,D,C,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
3,M,1,4,1,1,1,1,,0,,,,,,,4101903,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,513.8,530.0,538.4,662.9,0,1.0,100.0,120.0,100.0,120.0,120.0,F,F,D,D,4,C,C,C,D,B,B,B,B,B,B,C,A,A,C,A,B,E,B,A,B
11,M,0,3,1,1,10,1,,0,,,,,,,4114302,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,531.0,502.7,568.9,707.4,0,1.0,120.0,100.0,120.0,120.0,100.0,B,B,D,B,4,D,A,B,D,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
5,M,1,1,1,1,3,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,630.4,644.5,626.6,621.9,0,1.0,140.0,180.0,160.0,160.0,60.0,F,G,E,D,3,I,B,D,E,C,A,B,B,B,B,B,A,B,B,A,A,D,B,D,B
3,F,1,3,1,1,1,1,,0,,,,,,,4118402,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,548.4,555.9,515.9,595.9,0,1.0,100.0,120.0,120.0,120.0,140.0,G,G,D,D,4,K,A,C,D,C,A,B,B,B,A,B,A,A,B,A,A,E,B,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4101507,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,497.1,580.5,535.7,505.3,0,1.0,120.0,100.0,80.0,100.0,60.0,E,E,C,E,5,G,A,B,D,B,A,B,B,B,B,B,A,A,B,A,A,E,A,B,B
11,M,0,1,1,1,11,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,457.3,598.2,606.8,510.2,1,1.0,100.0,80.0,80.0,80.0,0.0,H,E,F,B,2,F,A,B,A,A,A,B,A,B,A,B,A,B,B,A,B,C,A,B,B
8,F,1,1,2,1,0,1,,0,,,,,,,4101002,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,432.9,497.3,524.7,514.7,1,1.0,120.0,40.0,40.0,120.0,20.0,B,C,A,A,3,A,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
1,M,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,0,1,1,0,,1056.0,1066.0,,,483.1,514.9,,0,9.0,0.0,0.0,0.0,0.0,0.0,E,E,E,E,3,Q,D,D,D,E,A,C,C,B,A,B,A,B,E,A,B,C,B,E,B
2,F,0,1,1,2,0,2,1.0,0,,,,,,,4116901,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,422.3,354.0,377.4,394.2,0,1.0,120.0,120.0,80.0,120.0,0.0,D,E,B,C,5,B,A,C,C,B,B,B,A,B,A,B,A,B,B,A,B,B,A,A,B
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,481.4,573.5,562.3,503.2,1,1.0,120.0,200.0,120.0,160.0,160.0,C,E,C,C,3,F,A,D,D,B,A,C,C,B,A,C,A,B,C,A,A,D,B,A,B
4,M,1,1,1,1,3,1,,0,,,,,,,4104907,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,557.2,598.9,583.7,711.4,0,1.0,120.0,120.0,120.0,120.0,120.0,D,H,D,B,4,E,A,B,C,B,A,B,B,B,A,B,A,B,C,A,A,E,A,C,B
2,F,1,1,2,2,0,3,1.0,0,4119905.0,41.0,PR,4.0,1.0,1.0,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,510.1,594.6,554.0,551.8,0,1.0,160.0,200.0,120.0,140.0,140.0,D,E,C,B,4,H,A,B,D,B,A,B,B,B,A,B,A,B,B,B,B,E,A,B,B
3,M,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,572.1,596.4,617.7,595.9,0,1.0,120.0,120.0,120.0,120.0,60.0,E,E,C,C,4,G,A,B,C,A,A,B,A,B,A,B,A,B,A,A,A,D,A,B,B
2,M,1,1,2,2,0,2,1.0,0,4104600.0,41.0,PR,2.0,1.0,1.0,4121406,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,555.9,563.6,529.5,621.6,0,1.0,120.0,120.0,120.0,120.0,120.0,E,E,A,A,4,D,A,B,D,C,A,B,B,B,B,A,A,A,B,A,A,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4118709.0,41.0,PR,2.0,1.0,1.0,4128203,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,488.2,587.1,555.7,608.9,0,1.0,100.0,120.0,120.0,120.0,140.0,E,E,A,C,4,F,A,C,D,B,A,B,B,B,B,B,A,B,B,A,A,E,A,C,B
3,F,1,4,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,658.7,691.0,663.0,774.4,0,1.0,160.0,200.0,180.0,200.0,200.0,F,F,E,E,4,Q,B,E,E,C,A,D,C,B,B,C,B,B,E,B,B,E,B,E,B
2,F,1,1,1,2,0,3,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4113700,41,PR,0,1,1,0,,1177.0,1181.0,,,351.6,479.5,,1,1.0,160.0,120.0,80.0,120.0,120.0,E,E,D,A,2,G,A,D,C,B,A,B,B,B,A,B,A,B,C,A,A,C,A,B,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4104808,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,427.5,499.6,474.3,474.6,1,1.0,120.0,200.0,120.0,140.0,160.0,E,C,C,C,4,H,A,C,C,B,A,B,B,C,A,B,A,A,C,A,A,D,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,446.3,363.5,465.1,478.6,1,1.0,140.0,200.0,160.0,120.0,180.0,E,F,D,D,3,H,A,B,C,B,A,D,B,B,A,B,B,B,B,B,B,E,A,C,B
4,F,1,3,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,487.6,446.4,532.3,569.1,0,1.0,120.0,120.0,120.0,120.0,120.0,C,C,C,C,2,C,A,B,B,A,A,B,B,B,B,B,A,A,B,A,A,C,A,B,B
4,F,1,1,1,1,0,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,489.6,480.7,584.6,513.8,0,1.0,120.0,140.0,120.0,120.0,0.0,E,G,B,E,3,O,A,C,E,C,D,B,B,B,B,B,A,B,C,B,B,D,A,C,B
6,F,1,2,1,1,2,1,,0,,,,,,,4113304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,468.3,589.4,480.7,565.3,0,1.0,140.0,140.0,120.0,120.0,80.0,F,C,B,F,3,E,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
14,F,0,3,1,1,0,1,,0,,,,,,,4104253,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,537.5,456.8,387.2,438.0,1,1.0,80.0,120.0,80.0,80.0,0.0,B,B,B,B,4,E,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
2,M,1,3,1,2,0,2,1.0,0,4101804.0,41.0,PR,2.0,1.0,1.0,4101804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,453.5,524.9,478.6,481.9,0,1.0,120.0,120.0,120.0,120.0,20.0,B,C,C,B,3,B,D,B,C,A,A,B,B,B,A,B,A,A,B,A,B,D,A,A,B
2,M,1,1,1,2,0,3,1.0,0,4119905.0,41.0,PR,4.0,1.0,1.0,4119905,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,572.2,642.0,565.4,752.2,0,1.0,160.0,180.0,120.0,180.0,180.0,E,F,E,E,4,O,B,C,D,C,B,B,B,B,B,B,A,B,C,B,B,E,B,D,B
1,F,1,0,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,485.1,606.1,603.6,594.5,0,1.0,120.0,140.0,120.0,120.0,40.0,E,E,C,D,4,H,A,C,D,B,A,C,C,B,A,B,A,B,B,B,B,E,B,D,B
1,F,1,1,1,3,0,1,,1,,,,,,,4125506,41,PR,0,1,1,0,,1055.0,1065.0,,,489.1,506.1,,0,1.0,120.0,120.0,120.0,120.0,100.0,F,E,D,D,4,E,B,E,E,C,A,C,C,B,B,B,A,B,E,B,B,E,A,E,B
2,M,1,1,1,2,0,2,1.0,0,4119905.0,41.0,PR,2.0,1.0,1.0,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,554.2,584.8,498.1,768.3,0,1.0,80.0,120.0,120.0,100.0,100.0,E,E,D,B,3,D,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
3,M,1,3,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,449.9,357.6,485.2,600.0,0,1.0,120.0,180.0,120.0,120.0,140.0,E,A,C,B,3,D,A,B,B,B,B,B,B,B,A,B,A,B,B,A,A,C,B,B,B
3,F,1,1,1,2,0,2,1.0,0,4126504.0,41.0,PR,2.0,1.0,1.0,4109807,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,418.1,486.2,404.8,406.9,0,1.0,120.0,160.0,120.0,120.0,80.0,A,E,F,D,4,B,A,B,C,A,A,B,B,B,A,A,A,A,B,B,A,E,A,A,B
1,F,1,3,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,465.0,576.8,603.0,571.9,0,1.0,140.0,160.0,160.0,160.0,140.0,E,G,B,B,3,H,A,C,D,B,A,B,B,B,A,B,A,A,D,B,B,D,A,C,B
1,F,0,3,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,402.2,495.8,588.2,417.1,0,1.0,120.0,120.0,100.0,100.0,120.0,F,F,D,D,3,F,A,B,D,C,C,B,B,B,A,B,A,B,C,B,B,D,A,B,B
6,F,1,1,1,1,3,1,,0,,,,,,,4101507,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,520.2,609.3,602.0,527.5,1,1.0,160.0,200.0,140.0,160.0,180.0,F,G,D,D,4,K,A,C,D,C,B,C,A,B,B,B,A,B,C,B,A,E,A,C,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4108601,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,470.8,462.8,403.8,440.5,1,1.0,120.0,120.0,140.0,120.0,140.0,D,E,C,F,4,D,A,B,C,B,C,B,B,B,B,A,A,B,C,B,B,E,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,405.1,523.9,500.3,418.1,0,1.0,140.0,160.0,140.0,200.0,140.0,E,E,F,B,3,F,A,B,C,B,B,B,B,B,A,B,A,B,B,A,A,D,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,617.8,615.7,660.6,716.6,0,1.0,140.0,180.0,140.0,160.0,160.0,D,E,D,D,3,I,B,C,D,C,B,B,B,B,A,B,A,B,C,B,B,E,B,B,B
3,M,1,3,1,1,1,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,474.6,457.5,515.8,559.2,0,1.0,100.0,200.0,120.0,160.0,180.0,D,E,B,B,6,G,A,C,D,C,A,B,A,B,A,B,A,A,B,A,A,E,A,A,B
2,F,0,1,1,2,0,3,1.0,0,4109401.0,41.0,PR,4.0,1.0,1.0,4109401,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,578.8,563.5,556.9,702.5,0,1.0,160.0,180.0,160.0,160.0,120.0,F,F,D,D,3,G,A,C,C,C,A,B,B,C,A,B,A,B,C,B,B,D,B,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,378.8,540.8,594.4,349.9,0,1.0,120.0,120.0,80.0,120.0,120.0,E,E,C,B,3,D,A,B,D,B,A,B,A,B,B,B,A,B,B,B,B,D,B,B,B
4,F,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,480.3,571.5,611.0,662.5,1,1.0,120.0,120.0,120.0,120.0,80.0,E,D,C,C,6,E,A,B,D,B,A,B,B,B,A,B,A,B,C,B,B,E,A,B,B
2,M,1,1,1,3,0,1,,1,,,,,,,4108601,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,586.0,638.7,628.5,673.2,0,1.0,120.0,120.0,120.0,140.0,160.0,B,B,A,A,4,I,A,B,D,B,C,C,C,B,A,B,A,A,B,A,A,D,A,B,B
2,M,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,538.3,583.8,537.9,693.4,1,1.0,140.0,160.0,80.0,120.0,120.0,F,G,C,D,3,J,A,C,D,B,A,B,B,B,A,B,A,B,D,B,A,D,A,C,B
3,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,416.2,488.7,579.4,405.3,0,6.0,0.0,0.0,0.0,0.0,0.0,H,E,D,D,3,B,A,B,C,A,A,B,A,B,A,B,A,B,B,B,A,C,B,C,B
3,F,1,3,1,1,1,1,,0,,,,,,,4108403,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,433.4,530.0,523.6,569.7,1,1.0,120.0,40.0,40.0,120.0,40.0,B,B,D,B,2,C,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,A,B
2,M,1,3,1,2,0,3,1.0,0,4119152.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,612.6,583.5,601.5,632.1,0,1.0,120.0,160.0,120.0,140.0,120.0,H,F,F,E,5,F,A,D,D,B,A,B,A,C,A,B,A,B,D,A,A,E,A,C,B
2,M,1,3,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1189.0,1178.0,1182.0,1185.0,595.8,599.0,577.0,631.8,0,1.0,100.0,120.0,80.0,120.0,180.0,E,E,C,D,2,F,A,B,C,B,A,B,B,B,A,B,A,B,B,A,A,C,A,C,B
8,M,1,2,1,2,0,2,1.0,0,,,,,,,4108601,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,503.2,481.1,451.0,360.8,1,1.0,100.0,140.0,120.0,120.0,120.0,B,B,A,A,4,B,A,B,D,B,A,B,A,B,B,A,A,A,B,B,A,D,A,B,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,514.7,553.3,589.0,554.6,0,1.0,120.0,140.0,120.0,120.0,120.0,B,E,B,B,3,E,A,C,C,B,A,B,A,B,A,A,A,A,A,A,A,C,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4104303,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,430.6,469.8,499.5,474.4,1,1.0,120.0,80.0,80.0,100.0,0.0,B,D,C,C,3,C,A,B,C,B,B,B,B,B,B,B,A,A,B,A,B,E,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,412.2,523.4,522.9,431.8,0,1.0,120.0,140.0,120.0,120.0,40.0,E,E,C,D,3,C,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4122206.0,41.0,PR,2.0,2.0,1.0,4122206,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,455.0,412.4,473.1,382.0,1,1.0,80.0,120.0,100.0,100.0,40.0,D,D,F,F,4,D,A,B,D,B,A,B,A,B,A,A,A,A,B,B,A,C,A,A,B
3,M,1,4,1,2,0,3,1.0,0,4125506.0,41.0,PR,4.0,1.0,1.0,4125506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,498.7,540.7,564.7,528.6,0,1.0,100.0,180.0,120.0,120.0,0.0,E,E,D,D,3,F,A,D,D,C,A,B,B,B,B,B,A,B,D,B,B,D,B,B,B
15,F,2,1,1,1,16,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,550.3,540.9,574.9,501.2,0,1.0,120.0,120.0,100.0,100.0,100.0,D,C,C,D,4,F,A,C,C,B,A,B,B,B,B,B,A,B,B,A,A,D,B,C,B
3,M,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,454.4,500.0,525.6,469.3,0,1.0,80.0,120.0,100.0,120.0,0.0,H,G,F,D,3,B,A,C,C,B,B,B,A,B,A,B,A,B,B,A,A,D,A,B,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,516.0,490.5,549.0,536.9,0,1.0,140.0,120.0,120.0,140.0,140.0,E,F,D,E,3,C,A,D,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B
3,F,1,1,1,2,0,2,1.0,0,4127700.0,41.0,PR,2.0,1.0,1.0,4127700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,566.6,603.6,568.0,481.9,0,1.0,140.0,160.0,120.0,180.0,120.0,E,E,C,C,4,F,A,C,D,C,A,B,C,B,B,B,A,B,C,A,B,D,B,B,B
11,F,2,1,1,1,11,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,588.5,505.8,518.0,504.9,1,1.0,120.0,120.0,120.0,100.0,40.0,E,F,F,D,2,J,A,B,D,B,A,B,A,B,A,A,A,B,C,A,A,C,A,C,B
3,F,1,1,1,2,0,2,1.0,0,4104303.0,41.0,PR,2.0,1.0,1.0,4104303,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,512.9,564.1,631.1,591.0,1,1.0,120.0,100.0,120.0,120.0,100.0,D,E,A,A,4,O,A,B,D,C,A,B,A,C,A,B,A,B,A,A,A,E,A,B,B
4,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,444.3,564.0,592.6,565.4,1,1.0,160.0,180.0,140.0,140.0,140.0,E,E,D,D,3,E,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
13,F,1,1,1,1,4,1,,0,,,,,,,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,428.8,558.9,537.5,452.3,0,1.0,120.0,120.0,100.0,120.0,80.0,D,C,C,C,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4119608,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,447.8,486.2,435.4,530.8,1,1.0,120.0,120.0,120.0,120.0,100.0,D,D,A,A,5,C,A,C,D,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,B
3,F,1,1,1,3,0,1,,1,,,,,,,4105805,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,532.3,598.6,552.5,587.8,0,1.0,100.0,160.0,100.0,120.0,120.0,E,E,D,D,6,G,B,E,D,E,A,D,C,D,A,C,A,B,E,A,A,E,B,D,B
1,F,1,3,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,470.3,522.5,542.9,545.2,1,1.0,100.0,160.0,120.0,120.0,200.0,G,G,E,D,5,M,A,D,D,C,A,B,C,B,B,B,A,B,D,A,B,E,B,E,B
5,F,1,1,1,1,1,1,,0,,,,,,,4120804,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,439.5,551.7,468.6,493.3,1,1.0,120.0,120.0,100.0,100.0,0.0,H,E,F,C,3,F,A,B,C,C,A,B,A,B,A,B,A,B,B,A,A,D,A,B,B
13,F,1,1,1,1,0,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,488.2,545.6,458.8,472.1,0,1.0,120.0,40.0,40.0,120.0,40.0,H,H,B,B,1,A,A,B,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,B
10,M,1,4,1,1,8,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,479.1,548.4,618.2,537.0,0,1.0,120.0,120.0,80.0,120.0,80.0,B,C,B,B,1,C,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,B
3,F,1,2,1,1,1,1,,0,,,,,,,4104907,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,539.1,551.9,474.2,395.3,0,1.0,140.0,120.0,120.0,160.0,160.0,C,B,F,B,2,G,A,B,D,B,A,C,B,B,A,B,A,B,E,B,A,E,A,C,B
