TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
5,F,1,1,1,1,3,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,743.7,731.6,678.1,877.9,0,1.0,180.0,200.0,200.0,180.0,200.0,E,G,E,E,5,N,D,D,E,D,A,C,A,B,B,B,B,B,D,B,A,E,B,E,B
4,F,1,4,1,3,0,1,,1,,,,,,,4127700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,468.3,576.2,518.8,369.9,1,1.0,80.0,120.0,120.0,140.0,100.0,D,E,C,B,4,H,A,C,D,B,A,B,C,B,A,A,A,A,B,A,B,E,B,B,B
2,F,1,3,1,2,0,2,1.0,0,4104808.0,41.0,PR,2.0,1.0,1.0,4104808,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,409.4,537.2,455.0,410.3,1,1.0,120.0,160.0,100.0,140.0,120.0,D,F,C,D,4,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
1,F,1,3,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,399.1,575.4,615.9,618.9,0,1.0,160.0,200.0,160.0,160.0,180.0,G,G,E,E,4,I,A,C,D,C,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,0,1,1,0,,1055.0,1065.0,,,507.4,507.0,,0,4.0,0.0,0.0,0.0,0.0,0.0,H,D,B,C,3,C,A,C,C,A,B,B,A,B,A,B,A,A,B,A,A,C,B,A,B
2,M,1,1,1,2,0,3,1.0,0,4104808.0,41.0,PR,4.0,1.0,1.0,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,549.7,537.6,578.8,600.3,0,1.0,100.0,120.0,120.0,140.0,160.0,F,G,E,E,4,O,B,E,E,D,A,C,A,C,B,B,B,B,E,B,B,E,A,E,B
1,M,1,1,1,3,0,1,,1,,,,,,,4122404,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,574.2,551.3,585.7,701.0,1,1.0,120.0,200.0,120.0,160.0,120.0,E,E,D,D,4,G,A,C,D,C,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
4,F,1,3,1,2,0,2,1.0,0,4117602.0,41.0,PR,1.0,1.0,1.0,4117602,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,432.0,430.4,392.2,472.7,1,1.0,120.0,120.0,120.0,120.0,80.0,C,G,B,D,5,G,A,B,E,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
4,M,1,1,1,2,0,2,1.0,0,4121208.0,41.0,PR,2.0,1.0,1.0,4114302,41,PR,0,1,1,0,,1057.0,1068.0,,,408.1,402.9,,0,1.0,80.0,120.0,80.0,100.0,80.0,E,D,B,B,4,D,A,B,D,A,A,B,B,B,B,B,A,A,D,B,B,E,A,A,B
1,M,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,0,1,1,0,,1056.0,1066.0,,,625.6,603.8,,0,4.0,0.0,0.0,0.0,0.0,0.0,G,F,E,E,3,N,B,D,D,C,C,C,B,B,B,B,B,B,D,B,A,D,B,D,B
3,F,1,1,1,1,1,1,,0,,,,,,,4105904,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,535.0,570.8,587.6,672.0,1,1.0,120.0,180.0,140.0,160.0,160.0,E,G,F,D,4,J,A,C,C,C,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,663.0,644.7,624.4,772.8,0,1.0,140.0,180.0,140.0,160.0,200.0,E,E,B,D,2,D,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,509.9,506.2,479.7,555.0,0,1.0,120.0,120.0,80.0,120.0,80.0,E,E,C,B,4,F,A,B,D,C,B,B,A,B,A,B,A,B,B,A,A,D,B,B,B
4,F,1,1,1,1,1,1,,0,,,,,,,4101507,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,430.0,478.1,423.9,437.5,0,1.0,120.0,120.0,120.0,120.0,120.0,E,B,C,F,5,F,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
3,M,1,4,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,671.2,688.8,623.9,814.8,0,1.0,160.0,200.0,140.0,180.0,200.0,F,F,D,D,3,H,A,D,E,C,A,B,B,B,B,B,A,B,C,B,B,E,B,E,B
1,F,1,1,1,3,0,1,,1,,,,,,,4115804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,486.9,583.4,578.0,611.9,0,1.0,120.0,120.0,160.0,120.0,100.0,F,G,D,D,4,I,A,C,D,D,B,B,B,B,B,B,A,B,B,B,B,E,B,E,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,523.9,506.2,523.6,472.6,0,1.0,160.0,160.0,120.0,120.0,100.0,G,F,D,D,4,L,B,E,D,C,A,B,B,B,B,B,A,B,D,A,B,E,A,E,B
1,M,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,591.4,600.4,610.6,731.6,0,1.0,140.0,180.0,180.0,160.0,180.0,G,F,E,E,4,O,B,D,D,C,A,B,B,B,A,B,A,B,E,B,B,E,B,E,B
9,F,1,1,1,1,7,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,603.1,668.6,645.0,600.8,0,1.0,160.0,200.0,160.0,120.0,80.0,E,C,D,F,2,I,B,C,D,B,A,B,B,B,B,B,A,B,D,B,B,C,A,C,B
3,M,1,1,1,1,1,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,465.6,612.0,627.9,524.7,0,1.0,140.0,120.0,120.0,120.0,100.0,E,F,D,D,3,L,A,D,E,B,A,B,A,A,B,B,A,B,B,A,B,D,A,D,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,0,1,1,0,,1057.0,1068.0,,,592.5,560.6,,0,4.0,0.0,0.0,0.0,0.0,0.0,E,G,D,D,4,I,A,B,D,B,A,B,B,B,A,B,A,B,C,A,B,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4125506,41,PR,0,1,1,0,,1056.0,1066.0,,,481.1,441.3,,1,1.0,120.0,100.0,100.0,120.0,20.0,E,E,B,C,3,G,A,C,D,B,A,B,B,B,A,B,A,B,D,A,B,D,B,C,B
2,M,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,403.5,578.2,353.1,401.6,0,1.0,120.0,140.0,120.0,120.0,100.0,G,F,E,D,3,O,B,E,E,C,A,B,B,B,B,B,A,B,C,A,B,D,A,D,B
2,F,1,1,1,2,0,2,1.0,0,4104303.0,41.0,PR,4.0,1.0,1.0,4104303,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,527.6,573.9,595.9,551.8,0,1.0,160.0,200.0,140.0,140.0,120.0,E,F,D,D,2,H,A,B,C,A,A,B,A,B,A,B,A,A,B,A,B,C,A,B,B
3,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,454.6,473.9,510.0,554.1,1,1.0,120.0,120.0,100.0,140.0,0.0,E,D,F,F,3,D,A,C,D,B,A,B,B,B,B,A,A,B,B,A,B,D,A,A,B
6,M,1,3,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,562.0,559.2,536.6,512.2,0,1.0,100.0,160.0,140.0,120.0,100.0,D,C,A,A,1,C,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,4101507,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,455.0,510.8,513.4,576.0,0,1.0,120.0,160.0,120.0,120.0,200.0,F,E,D,D,5,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,523.1,511.1,486.7,468.7,0,1.0,100.0,120.0,100.0,80.0,40.0,E,E,C,B,4,G,A,B,C,C,B,B,B,B,A,B,A,B,B,A,A,E,A,A,B
2,F,1,1,1,2,0,2,1.0,0,4107801.0,41.0,PR,2.0,1.0,1.0,4116901,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,475.3,576.4,594.7,527.8,0,1.0,160.0,200.0,160.0,160.0,160.0,E,E,A,B,5,D,A,B,B,B,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,4100806,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,462.0,509.4,549.8,579.3,0,1.0,120.0,40.0,40.0,120.0,20.0,E,G,F,E,4,H,B,E,E,C,A,B,B,B,A,B,A,B,D,A,A,E,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,4119608,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,373.0,356.0,479.2,349.7,0,1.0,100.0,120.0,80.0,120.0,120.0,E,D,A,A,4,E,A,B,E,B,B,B,B,B,A,C,A,B,B,A,A,E,A,B,B
1,M,1,1,1,3,0,1,,1,,,,,,,4101408,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,582.3,523.2,565.8,552.8,0,1.0,100.0,120.0,120.0,120.0,80.0,E,G,A,E,5,H,A,D,D,C,A,B,B,B,B,B,A,B,C,B,B,E,A,C,B
3,F,1,3,1,2,0,2,1.0,0,4119152.0,41.0,PR,2.0,1.0,1.0,4119152,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,470.6,361.3,393.5,367.1,1,1.0,120.0,120.0,120.0,120.0,120.0,B,D,B,B,4,B,B,B,C,A,A,B,B,B,B,A,A,A,D,B,A,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,410.9,577.2,547.0,447.2,0,1.0,140.0,200.0,120.0,120.0,80.0,E,G,C,D,3,H,A,C,D,A,A,B,A,B,B,B,A,B,B,A,A,D,A,C,B
4,F,2,3,2,1,0,1,,0,,,,,,,4113502,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,421.7,526.2,458.6,474.8,0,1.0,120.0,120.0,100.0,120.0,80.0,B,B,A,B,2,C,A,B,C,B,A,B,A,B,A,B,A,B,A,A,A,C,A,B,B
5,M,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,0,1,1,0,,1178.0,1182.0,,,627.0,652.6,,0,1.0,120.0,200.0,120.0,120.0,140.0,E,E,C,C,3,C,A,B,D,A,A,B,A,B,B,B,A,A,B,A,A,D,B,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4121406,41,PR,0,1,1,0,,1055.0,1065.0,,,396.2,389.3,,0,3.0,0.0,0.0,0.0,0.0,0.0,E,E,B,C,2,B,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,531.2,607.5,538.9,670.6,1,1.0,140.0,200.0,140.0,160.0,120.0,F,F,C,E,4,H,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
6,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,584.9,333.5,578.5,480.8,0,1.0,120.0,140.0,60.0,100.0,80.0,C,B,B,B,3,B,A,B,D,A,A,B,B,B,A,B,A,A,B,A,A,D,B,B,B
2,M,1,3,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,570.6,619.7,544.8,670.5,0,1.0,120.0,120.0,100.0,100.0,120.0,C,D,F,B,3,D,A,C,D,A,A,B,B,B,A,B,A,B,B,A,A,D,A,B,B
5,F,1,0,1,1,2,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,663.2,610.6,627.9,773.8,0,1.0,160.0,200.0,160.0,200.0,200.0,G,G,E,B,6,O,B,E,E,B,A,B,B,B,A,B,B,B,B,B,A,E,B,C,B
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1187.0,1177.0,1181.0,1183.0,513.5,525.4,456.8,494.2,0,1.0,120.0,120.0,100.0,120.0,0.0,D,D,C,C,3,D,A,C,E,B,A,B,B,B,A,B,A,B,C,A,A,C,B,B,B
2,F,1,3,1,3,0,1,,1,,,,,,,4105805,41,PR,0,1,1,0,,1057.0,1068.0,,,567.8,585.8,,0,1.0,120.0,200.0,100.0,120.0,140.0,H,C,F,B,7,C,A,C,D,A,A,B,B,B,A,A,A,A,C,B,B,D,B,A,B
9,F,1,1,1,1,7,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,596.5,638.4,590.1,639.6,0,1.0,160.0,140.0,140.0,160.0,140.0,F,E,E,B,2,C,A,C,D,A,A,B,B,B,A,B,A,B,C,A,B,C,B,A,B
14,F,2,1,1,1,0,1,,0,,,,,,,4101804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,508.5,492.7,473.9,451.7,0,1.0,120.0,80.0,80.0,120.0,120.0,B,B,A,B,2,D,A,B,B,A,A,B,A,B,A,B,A,B,B,A,A,B,A,A,B
8,M,1,2,1,1,0,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,473.0,383.3,359.7,421.3,1,1.0,100.0,120.0,120.0,80.0,0.0,B,B,B,B,2,B,A,C,D,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
3,F,1,1,1,1,1,1,,0,,,,,,,4120903,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,439.7,606.1,628.6,481.0,1,1.0,140.0,120.0,120.0,140.0,160.0,C,C,A,A,4,G,A,B,C,B,B,B,B,A,A,A,A,A,B,A,A,E,A,B,B
1,F,0,0,1,3,0,1,,1,,,,,,,4108403,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,464.0,470.0,544.9,525.8,0,1.0,120.0,160.0,100.0,120.0,20.0,B,A,C,B,3,D,A,B,C,C,A,B,B,A,A,A,A,A,B,A,B,D,A,A,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,452.6,506.6,529.1,572.2,0,1.0,160.0,120.0,120.0,180.0,80.0,G,G,E,E,4,O,A,D,D,C,A,B,C,B,B,B,B,B,D,B,B,E,B,C,B
7,M,1,1,1,1,5,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,711.8,744.8,645.3,896.9,0,1.0,160.0,200.0,180.0,200.0,200.0,F,F,D,D,2,C,A,C,D,C,A,B,B,B,B,B,B,B,B,B,A,C,B,C,B
4,F,1,3,1,1,2,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,484.4,582.7,561.6,634.6,1,1.0,160.0,200.0,140.0,180.0,180.0,F,E,D,D,5,H,A,D,D,C,A,B,A,B,B,B,A,A,C,A,A,A,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,613.1,594.1,607.3,761.2,0,1.0,120.0,160.0,120.0,140.0,120.0,E,F,E,E,4,L,A,D,D,A,A,B,B,B,A,B,A,B,C,B,A,E,A,E,B
2,M,1,3,1,3,0,1,,1,,,,,,,4104006,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,428.0,415.3,406.7,441.5,0,1.0,100.0,120.0,100.0,100.0,20.0,C,E,B,B,4,E,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4125506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,524.1,589.2,578.3,519.6,1,1.0,140.0,200.0,120.0,140.0,120.0,H,F,B,D,4,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,D,A,B,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,467.9,545.1,509.7,482.9,1,1.0,100.0,40.0,40.0,120.0,40.0,C,D,C,B,5,D,A,C,D,B,B,B,B,B,A,A,A,B,B,B,A,D,B,A,B
2,F,1,1,1,2,0,2,1.0,0,4128104.0,41.0,PR,2.0,1.0,1.0,4128104,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,489.6,544.0,552.5,629.2,0,1.0,120.0,120.0,120.0,140.0,120.0,F,G,D,D,3,G,A,D,D,B,A,B,B,B,A,A,A,B,B,A,B,D,A,C,B
3,F,3,3,2,2,0,2,1.0,0,,,,,,,4104501,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,451.5,519.1,469.7,475.2,1,1.0,80.0,160.0,100.0,100.0,80.0,C,B,A,A,2,B,A,B,C,B,A,B,B,B,B,A,A,B,B,A,A,D,A,B,B
11,M,1,1,1,1,9,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,593.1,578.0,568.4,626.8,0,1.0,100.0,140.0,120.0,80.0,100.0,C,E,B,B,3,C,A,C,D,B,B,B,A,B,A,B,A,A,B,A,A,D,A,A,A
5,M,1,1,1,2,0,2,1.0,0,4118204.0,41.0,PR,2.0,1.0,1.0,4118204,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,452.6,459.3,391.7,452.6,0,1.0,120.0,40.0,40.0,120.0,40.0,H,G,F,E,2,D,A,C,D,B,B,B,B,A,A,B,A,B,C,A,A,C,A,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,482.2,489.2,535.7,546.0,0,1.0,140.0,120.0,100.0,100.0,20.0,F,E,D,D,3,H,A,E,D,C,C,C,C,B,A,B,A,B,E,B,B,D,A,C,B
4,M,1,3,1,1,1,1,,0,,,,,,,4108809,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,500.0,470.1,520.2,428.4,0,1.0,120.0,120.0,120.0,100.0,120.0,G,D,D,F,2,H,A,C,D,A,A,B,A,B,A,B,A,B,D,A,A,C,B,B,B
4,F,1,1,1,2,0,3,1.0,0,4119905.0,41.0,PR,4.0,1.0,1.0,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,619.4,648.6,660.6,680.1,1,1.0,140.0,180.0,120.0,140.0,140.0,F,F,D,F,4,I,A,D,C,B,A,B,B,B,A,B,A,A,D,B,B,E,B,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4125506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,445.2,559.7,528.7,593.0,0,1.0,120.0,120.0,120.0,120.0,100.0,E,E,D,D,4,G,A,B,D,C,A,B,A,B,A,B,A,B,C,A,A,E,A,B,B
1,F,0,1,1,3,0,1,,1,,,,,,,4107207,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,605.0,599.1,602.5,787.1,0,1.0,120.0,180.0,140.0,160.0,140.0,E,G,A,D,5,G,B,C,D,C,B,B,C,B,A,A,A,B,B,A,A,E,A,C,B
13,F,2,1,1,1,16,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,682.4,637.0,657.1,809.3,0,1.0,120.0,120.0,120.0,120.0,80.0,F,B,D,B,2,E,A,D,D,C,A,B,A,B,A,B,A,B,B,A,A,C,A,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,541.9,613.6,625.9,544.5,0,1.0,140.0,180.0,120.0,120.0,140.0,F,G,C,D,4,H,A,C,C,D,A,B,B,B,A,B,A,B,C,B,B,D,A,C,B
7,F,1,3,1,1,5,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,545.0,457.7,513.6,407.1,1,1.0,100.0,80.0,80.0,100.0,40.0,G,F,F,F,12,B,A,D,E,C,A,C,A,C,C,B,A,A,C,A,B,E,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,554.4,563.6,510.9,666.6,0,1.0,160.0,200.0,140.0,200.0,160.0,F,F,E,F,1,O,B,E,E,E,A,C,B,C,B,B,B,B,E,A,B,E,A,C,B
16,M,2,1,1,1,16,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,631.5,677.5,615.2,624.7,1,1.0,120.0,120.0,120.0,140.0,100.0,C,B,C,B,3,L,A,C,D,B,B,B,B,B,B,B,B,B,C,A,A,D,B,C,B
7,M,1,1,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,519.2,600.8,567.9,520.1,1,1.0,100.0,100.0,100.0,120.0,0.0,E,G,C,E,1,C,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4105805.0,41.0,PR,4.0,1.0,1.0,4100400,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,464.7,462.8,553.4,429.1,1,1.0,120.0,100.0,120.0,120.0,120.0,E,E,C,C,5,F,A,B,C,B,A,B,B,B,A,B,A,A,D,A,B,D,B,B,B
4,F,1,1,1,1,2,1,,0,,,,,,,4104253,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,518.4,567.8,529.5,698.7,1,1.0,120.0,160.0,120.0,120.0,120.0,C,E,C,C,4,C,A,B,D,B,A,B,A,B,A,B,A,B,B,A,A,D,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,504.7,475.8,384.5,475.9,0,1.0,120.0,120.0,100.0,100.0,100.0,E,D,C,B,4,D,A,B,C,B,A,B,B,B,A,B,A,B,B,A,A,E,A,B,B
3,F,1,3,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,426.3,490.2,505.8,462.7,0,1.0,120.0,40.0,40.0,100.0,20.0,H,E,F,B,4,C,A,C,D,A,A,C,C,C,A,B,A,B,C,A,A,D,B,A,B
2,F,1,1,2,2,0,2,1.0,0,4118600.0,41.0,PR,2.0,1.0,1.0,4128203,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,400.4,453.0,518.0,512.0,1,1.0,140.0,160.0,120.0,160.0,180.0,E,E,A,B,3,C,A,C,D,B,A,B,B,B,A,B,A,A,D,A,A,D,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,718.2,669.7,658.0,799.3,0,1.0,140.0,200.0,140.0,160.0,200.0,F,G,E,E,4,Q,A,E,D,B,A,B,B,B,B,B,B,B,D,B,A,E,A,E,B
1,F,1,1,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,596.3,558.7,506.1,599.4,0,1.0,140.0,200.0,160.0,160.0,180.0,E,G,A,D,4,H,A,B,C,B,A,B,C,C,B,B,A,B,B,B,B,E,A,B,B
4,M,1,1,1,2,0,2,1.0,0,4118006.0,41.0,PR,2.0,1.0,1.0,4118402,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,477.4,456.0,458.3,596.5,1,3.0,0.0,0.0,0.0,0.0,0.0,B,E,D,F,4,G,A,C,D,C,B,B,A,B,A,B,A,A,D,A,B,E,A,B,B
2,M,1,3,1,2,0,2,1.0,0,,,,,,,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,460.3,499.8,498.6,541.9,1,4.0,0.0,0.0,0.0,0.0,0.0,G,C,E,F,5,E,A,B,D,B,A,B,A,B,A,A,A,B,C,A,A,E,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4105508,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,558.1,586.5,576.6,587.1,0,1.0,120.0,120.0,80.0,120.0,120.0,D,C,A,A,3,G,A,B,D,B,C,B,B,B,B,B,A,B,B,B,A,D,A,B,B
5,F,1,1,1,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,660.5,656.2,648.3,602.6,0,1.0,160.0,180.0,140.0,180.0,180.0,E,E,A,D,2,D,A,C,C,B,A,B,A,B,B,A,A,B,C,A,B,C,B,B,B
2,F,0,0,1,2,0,2,1.0,0,4110706.0,41.0,PR,1.0,1.0,1.0,4110706,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,504.8,564.9,539.1,531.5,0,1.0,120.0,120.0,120.0,120.0,120.0,E,G,C,D,3,I,A,C,D,B,A,B,B,B,A,B,A,B,E,A,B,D,A,B,B
2,M,1,3,1,2,0,3,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4113700,41,PR,0,1,1,0,,1057.0,1068.0,,,545.3,523.4,,0,1.0,120.0,120.0,100.0,120.0,120.0,F,G,E,E,2,E,B,D,D,D,B,C,A,B,A,B,B,B,B,A,B,D,B,C,B
1,M,1,1,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,584.4,584.5,503.6,587.7,0,1.0,100.0,120.0,80.0,100.0,40.0,G,E,D,D,4,H,A,C,D,B,B,B,B,B,A,B,A,B,B,A,A,E,B,B,B
